Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B01432,TOVAR TRANSPORTATION INC,,2015,7,July,"6,239",0,26
B02856,MARIACHI CAR SERVICE INC,,2020,3,March,426,0,10
B02026,A RIDE FOR ALL LLC,,2018,6,June,56,0,1
B01300,KENNEDY RAD DISP INC,,2020,10,October,"4,974",0,40
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2017,6,June,"1,703",0,8
B00254,XYZ TWO WAY RADIO,,2016,2,February,"23,337",0,304
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2018,10,October,644,0,28
b00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2016,10,October,"3,217",0,14
B02397,CHICO EXPRESS CORP. 2,,2017,9,September,"7,858",0,42
B02110,"OPTIMUM CAR & LIMO, INC.",,2021,8,August,833,0,5
B02990,GO MY SEDAN LLC,,2018,4,April,919,0,18
B03111,"SELECT TRANS,INC",,2019,9,September,231,0,19
B02760,VISMAR RADIO DISPATCH INC.,,2020,6,June,22,0,3
B00746,BAMADU CAR SVCE,,2017,12,December,396,0,4
B02715,GROUNDANYWHERE LLC,,2019,1,January,"12,831",0,557
B01606,LA MEXICANA EXPRESS INC.,,2019,3,March,"5,400",0,25
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2021,7,July,"2,751",0,27
B00037,TRANSP UNLIMITED C/S,,2020,3,March,"5,000",0,24
B02739,TRAXLINE CAR SERVICE INC.,,2016,5,May,"1,135",0,9
B00608,SUMMIT CORPORATE CAR INC.,,2017,4,April,"1,736",0,40
B00183,KEW GARDEN OPERATING CORP,,2016,2,February,657,0,21
B02517,LOS PAISANOS LUXURY C/S INC.,,2020,10,October,284,0,3
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2016,12,December,"13,911",0,127
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2017,7,July,102,0,3
B03052,PROGRESIVE LIMOS INC.,,2018,7,July,"1,707",0,13
B01343,ALL PEOPLE CAR SERVICE INC.,,2021,5,May,279,0,3
B01963,AFRO CAR SERVICE CORP,,2017,10,October,"1,080",0,15
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2021,7,July,"7,424",0,49
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2017,1,January,"1,259",0,38
B00937,RIVERSIDE RADIO DISPATCHER,,2018,7,July,"35,037",0,187
B00160,JAFFA CAR & LIMO SVC INC,,2017,11,November,"2,236",0,17
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,3,March,87,0,1
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2018,8,August,461,0,17
B03077,MGL TRANSPORT01INC,,2018,7,July,41,0,2
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2017,3,March,"4,761",0,16
B01087,ELITE LIMO PLUS INC,,2020,3,March,"12,904",0,412
B01391,ROSE 'N' DALE C/S INC,,2019,10,October,"1,641",0,8
B01454,FREEDOM LIMO & CAR SERVICE,,2019,2,February,"3,962",0,19
B02418,PLUSH SERVICES CORP,,2018,1,January,403,0,13
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,,2017,3,March,"2,197",0,8
B02537,ALLTOWN LIMO CORP.,,2020,6,June,"2,356",0,26
B00031,QUEENS VILLAGE INC.,,2019,12,December,490,0,2
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2019,11,November,"1,011",0,11
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2021,5,May,303,0,7
B02723,CHARLIE BLACK CAR INC.,,2015,7,July,996,0,30
B00208,ERNEST SCHWARZ INC,,2017,4,April,263,0,5
B01636,HEIGHTS CAR & LIMO INC,,2016,2,February,577,0,5
B01469,"BROTHERS CAR SERVICE, INC.",,2019,2,February,"6,520",0,61
B03281,JARPA TRANSPORTATION CORP.,,2020,7,July,389,0,12
B03158,SPOTON.PET LLC,,2020,8,August,337,0,20
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2018,9,September,251,0,11
B02180,PEGASUS TRANSPORT SERVICE INC.,,2015,9,September,964,0,43
B02410,"POLO LIMOUSINE, CORP.",,2019,1,January,317,0,5
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2018,6,June,"2,415",0,59
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2021,7,July,15,0,2
B03060,EASTLAND BLACK CARS CORP,,2018,10,October,"12,499",0,79
B02472,NEW BUSHWICK LUXURY INC.,,2020,7,July,63,0,10
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,,2019,10,October,67,0,3
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2017,5,May,"1,199",0,62
B02249,"LA RAZA CAR SERVICE, INC.",,2016,9,September,"9,350",0,57
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2021,1,January,"1,768",0,10
B01066,DOMINICANA RAD DISP INC,,2016,12,December,"21,292",0,95
